PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,AGE,JERSEY,TEAM_NAME,POSITION,DRAFT_NUMBER,DRAFT_YEAR,TEAM_CONFERENCE,HEADSHOT
jeromty01,Ty Jerome,08/07/1997,28,2.0,Cavaliers,Guard,24,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629660.png
washity02,TyTy Washington Jr.,15/11/2001,24,14.0,Suns,Guard,29,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631102.png
herroty01,Tyler Herro,20/01/2000,26,14.0,Heat,Guard,13,2019,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1629639.png
kolekty01,Tyler Kolek,27/03/2001,24,13.0,Knicks,Guard,34,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642278.png
smithty02,Tyler Smith,02/11/2004,21,21.0,Bucks,Forward,33,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1641890.png
halibty01,Tyrese Haliburton,29/02/2000,26,0.0,Pacers,Guard,12,2020,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630169.png
martity01,Tyrese Martin,07/03/1999,27,13.0,Nets,Guard,51,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631213.png
maxeyty01,Tyrese Maxey,04/11/2000,25,0.0,76ers,Guard,21,2020,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630178.png
etienty01,Tyson Etienne,17/09/1999,26,10.0,Nets,Guard,Undrafted,Undrafted,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630623.png
jonesty01,Tyus Jones,10/05/1996,29,21.0,Suns,Guard,24,2015,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1626145.png
chomcul01,Ulrich Chomche,30/12/2005,20,22.0,Raptors,Forward,57,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642279.png
micicva01,Vasilije Micic,13/01/1994,32,18.0,Suns,Guard,52,2014,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203995.png
wembavi01,Victor Wembanyama,04/01/2004,22,1.0,Spurs,Center,1,2023,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641705.png
willivi01,Vince Williams Jr.,30/08/2000,25,5.0,Grizzlies,Guard,47,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631246.png
cancavl01,Vlatko Cancar,10/04/1997,28,31.0,Nuggets,Forward,49,2017,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1628427.png
krejcvi01,Vit Krejci,19/06/2000,25,27.0,Hawks,Guard,37,2020,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630249.png
kesslwa01,Walker Kessler,26/07/2001,24,24.0,Jazz,Center,22,2022,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1631117.png
cartewe01,Wendell Carter Jr.,16/04/1999,26,34.0,Magic,Center,7,2018,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1628976.png
moorewe01,Wendell Moore Jr.,18/09/2001,24,9.0,Hornets,Guard,26,2022,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1631111.png
tillmxa01,Xavier Tillman Sr.,12/01/1999,27,26.0,Celtics,Center,35,2020,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630214.png
kawamyu01,Yuki Kawamura,02/05/2001,24,17.0,Grizzlies,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642530.png
colliyu01,Yuri Collins,07/03/2001,25,99.0,Warriors,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641879.png
missiyv01,Yves Missi,14/05/2004,21,21.0,Pelicans,Center,21,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642274.png
risacza01,Zaccharie Risacher,08/04/2005,20,10.0,Hawks,Forward,1,2024,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1642258.png
colliza01,Zach Collins,19/11/1997,28,23.0,Spurs,Center,10,2017,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1628380.png
edeyza01,Zach Edey,14/05/2002,23,14.0,Grizzlies,Center,9,2024,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1641744.png
lavinza01,Zach LaVine,10/03/1995,31,8.0,Kings,Guard,13,2014,West,https://cdn.nba.com/headshots/nba/latest/1040x760/203897.png
nnajize01,Zeke Nnaji,09/01/2001,25,22.0,Nuggets,Forward,22,2020,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1630192.png
willizi02,Ziaire Williams,12/09/2001,24,,Nets,Forward,10,2021,East,https://cdn.nba.com/headshots/nba/latest/1040x760/1630533.png
willizi01,Zion Williamson,06/07/2000,25,1.0,Pelicans,Forward,1,2019,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1629627.png
pullizy01,Zyon Pullin,03/03/2001,25,2.0,Grizzlies,Guard,Undrafted,Undrafted,West,https://cdn.nba.com/headshots/nba/latest/1040x760/1642389.png
